content,label
Can I expect to be charged a fee for cancelling my policy,78
If I cancel my policy am I going to be charged a fee,78
I would like to cancel Is there a fee,78
What is the fee if I cancel early,78
can you cancel my policies,7
i want cancel my policy immidiately,7
i want to cancel my policy,7
I need to cancel the bike on my policy,7
cancel auto home and renters policies,7
i want to stop my policy,7
cancelling my policy,7
cancel the rest of my policies,7
i request a cancellation my for policy,7
I wan to cancel my policies,7
I have an auto policy and a Kawasaki bike policy i need to cancel the kawasaki,7
I want to terminate my auto insurance,7
I currently have a family policy with american family It was going to renew on  but I decided to get my own plan with another company,7
I would like to cancel all policies,7
Inform me ways to cancel all policies,7
Can you cancel my insurance on the Pontiac Sunfire because I had to get it through a different insurance yesterday,7
IS THERE A FAX NUMBERI CAN SEND A CANCEL NOTICE TO FOR A CUSTOMER,7
Unfortunately I need to make sure my current policies do not automatically renew,7
I require a cancelation in all my policies,7
Im done using this company and dont want my policies any more please cancel,7
